customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST004732,433,1,100.56,2,1,2,5,At Risk
CUST004734,532,1,419.54,1,1,5,7,Potential Loyalists
CUST004735,53,1,99.22,5,1,2,8,Potential Loyalists
CUST004736,291,1,75.37,3,1,2,6,At Risk
CUST004737,492,1,48.79,1,1,1,3,Lost Customers
CUST004738,61,1,56.05,5,1,1,7,Potential Loyalists
CUST004740,199,1,149.15,3,1,3,7,Potential Loyalists
CUST004743,424,2,435.38,2,3,5,10,Loyal Customers
CUST004744,530,1,54.04,1,1,1,3,Lost Customers
CUST004746,244,4,352.10999999999996,3,5,5,13,Champions
CUST004747,266,4,353.39,3,5,5,13,Champions
CUST004748,696,1,48.510000000000005,1,1,1,3,Lost Customers
CUST004752,605,1,29.94,1,1,1,3,Lost Customers
CUST004753,317,3,487.33,2,5,5,12,Loyal Customers
CUST004754,254,1,40.28,3,1,1,5,At Risk
CUST004755,163,2,115.72,4,3,3,10,Loyal Customers
CUST004756,376,1,29.59,2,1,1,4,Lost Customers
CUST004757,104,2,189.72000000000003,4,3,4,11,Loyal Customers
CUST004758,369,4,282.42,2,5,5,12,Loyal Customers
CUST004759,242,1,112.16,3,1,2,6,At Risk
CUST004760,44,2,198.96999999999997,5,3,4,12,Loyal Customers
CUST004761,121,2,198.58999999999997,4,3,4,11,Loyal Customers
CUST004762,342,1,78.58,2,1,2,5,At Risk
CUST004763,473,2,98.33,1,3,2,6,At Risk
CUST004765,241,2,163.19,3,3,3,9,Potential Loyalists
CUST004766,130,2,221.51,4,3,4,11,Loyal Customers
CUST004767,289,2,134.62,3,3,3,9,Potential Loyalists
CUST004768,125,2,211.38,4,3,4,11,Loyal Customers
CUST004769,121,2,94.67,4,3,2,9,Potential Loyalists
CUST004771,150,2,273.47,4,3,5,12,Loyal Customers
CUST004772,35,1,43.97,5,1,1,7,Potential Loyalists
CUST004774,408,1,335.01,2,1,5,8,Potential Loyalists
CUST004775,366,1,142.84,2,1,3,6,At Risk
CUST004776,504,1,104.41999999999999,1,1,2,4,Lost Customers
CUST004777,121,3,259.16999999999996,4,5,4,13,Champions
CUST004778,217,1,123.05,3,1,3,7,Potential Loyalists
CUST004780,232,1,156.02999999999997,3,1,3,7,Potential Loyalists
CUST004781,131,2,154.14000000000001,4,3,3,10,Loyal Customers
CUST004782,55,2,133.06,5,3,3,11,Loyal Customers
CUST004783,205,1,174.46,3,1,4,8,Potential Loyalists
CUST004784,104,1,41.82,4,1,1,6,At Risk
CUST004786,311,1,199.01000000000002,2,1,4,7,Potential Loyalists
CUST004787,611,1,102.83,1,1,2,4,Lost Customers
CUST004789,11,3,285.34000000000003,5,5,5,15,Champions
CUST004791,24,3,365.45000000000005,5,5,5,15,Champions
CUST004792,655,1,62.28,1,1,1,3,Lost Customers
CUST004793,71,3,334.81000000000006,5,5,5,15,Champions
CUST004794,498,1,98.44,1,1,2,4,Lost Customers
CUST004796,118,2,241.26999999999998,4,3,4,11,Loyal Customers
CUST004797,32,3,467.97999999999996,5,5,5,15,Champions
CUST004798,687,1,103.0,1,1,2,4,Lost Customers
CUST004799,281,2,192.57,3,3,4,10,Loyal Customers
CUST004800,115,2,242.48000000000002,4,3,4,11,Loyal Customers
CUST004801,90,1,505.63,4,1,5,10,Loyal Customers
CUST004802,29,1,47.69,5,1,1,7,Potential Loyalists
CUST004803,254,2,203.92000000000002,3,3,4,10,Loyal Customers
CUST004804,551,1,303.4,1,1,5,7,Potential Loyalists
CUST004805,315,1,159.75,2,1,3,6,At Risk
CUST004806,360,2,67.9,2,3,1,6,At Risk
CUST004808,500,2,125.95,1,3,3,7,Potential Loyalists
CUST004809,224,2,241.2,3,3,4,10,Loyal Customers
CUST004812,153,1,158.64999999999998,4,1,3,8,Potential Loyalists
CUST004815,11,2,129.82999999999998,5,3,3,11,Loyal Customers
CUST004817,94,1,33.489999999999995,4,1,1,6,At Risk
CUST004819,404,3,509.58,2,5,5,12,Loyal Customers
CUST004820,629,1,48.32,1,1,1,3,Lost Customers
CUST004821,455,1,89.46,2,1,2,5,At Risk
CUST004823,663,1,73.19999999999999,1,1,2,4,Lost Customers
CUST004825,527,1,44.81999999999999,1,1,1,3,Lost Customers
CUST004826,155,2,133.94,4,3,3,10,Loyal Customers
CUST004827,161,3,163.42000000000002,4,5,3,12,Loyal Customers
CUST004828,90,3,448.82,4,5,5,14,Champions
CUST004829,369,1,35.81,2,1,1,4,Lost Customers
CUST004830,633,1,154.48000000000002,1,1,3,5,At Risk
CUST004831,25,2,244.14,5,3,4,12,Loyal Customers
CUST004833,241,3,200.8,3,5,4,12,Loyal Customers
CUST004834,54,3,239.26999999999998,5,5,4,14,Champions
CUST004835,305,2,120.26999999999998,3,3,3,9,Potential Loyalists
CUST004836,140,2,183.85000000000002,4,3,4,11,Loyal Customers
CUST004837,38,4,376.48,5,5,5,15,Champions
CUST004838,602,1,37.989999999999995,1,1,1,3,Lost Customers
CUST004839,154,5,486.61,4,5,5,14,Champions
CUST004840,555,1,86.24,1,1,2,4,Lost Customers
CUST004841,514,2,326.35,1,3,5,9,Potential Loyalists
CUST004842,167,2,169.59,4,3,3,10,Loyal Customers
CUST004843,184,2,287.9,3,3,5,11,Loyal Customers
CUST004844,138,2,153.74,4,3,3,10,Loyal Customers
CUST004846,331,1,84.25,2,1,2,5,At Risk
CUST004847,319,3,322.87,2,5,5,12,Loyal Customers
CUST004848,513,1,131.14,1,1,3,5,At Risk
CUST004849,190,2,84.34,3,3,2,8,Potential Loyalists
CUST004850,260,1,160.93,3,1,3,7,Potential Loyalists
CUST004852,236,2,505.68,3,3,5,11,Loyal Customers
CUST004853,375,2,160.93,2,3,3,8,Potential Loyalists
CUST004854,454,1,98.37,2,1,2,5,At Risk
CUST004856,260,2,240.32,3,3,4,10,Loyal Customers
CUST004857,123,2,258.1,4,3,4,11,Loyal Customers
CUST004858,280,2,133.26999999999998,3,3,3,9,Potential Loyalists
CUST004860,623,1,73.47,1,1,2,4,Lost Customers
CUST004861,615,2,142.54,1,3,3,7,Potential Loyalists
CUST004862,71,2,175.61,5,3,4,12,Loyal Customers
CUST004863,4,3,236.98000000000002,5,5,4,14,Champions
CUST004864,252,1,100.21,3,1,2,6,At Risk
CUST004865,450,1,65.83,2,1,1,4,Lost Customers
CUST004866,312,2,192.27,2,3,4,9,Potential Loyalists
CUST004867,133,3,224.89999999999998,4,5,4,13,Champions
CUST004868,346,1,69.11,2,1,2,5,At Risk
CUST004869,298,1,123.1,3,1,3,7,Potential Loyalists
CUST004870,622,1,47.03,1,1,1,3,Lost Customers
CUST004872,41,1,73.57,5,1,2,8,Potential Loyalists
CUST004873,343,1,62.129999999999995,2,1,1,4,Lost Customers
CUST004875,181,3,152.33,4,5,3,12,Loyal Customers
CUST004876,57,3,490.73,5,5,5,15,Champions
CUST004877,14,1,53.93,5,1,1,7,Potential Loyalists
CUST004879,115,1,90.91,4,1,2,7,Potential Loyalists
CUST004880,249,1,129.79000000000002,3,1,3,7,Potential Loyalists
CUST004881,101,1,129.2,4,1,3,8,Potential Loyalists
CUST004882,267,1,126.53,3,1,3,7,Potential Loyalists
CUST004883,346,1,31.099999999999998,2,1,1,4,Lost Customers
CUST004884,132,1,44.09,4,1,1,6,At Risk
CUST004885,61,2,194.94,5,3,4,12,Loyal Customers
CUST004886,12,6,430.27,5,5,5,15,Champions
CUST004887,503,1,60.269999999999996,1,1,1,3,Lost Customers
CUST004888,182,2,122.03,4,3,3,10,Loyal Customers
CUST004889,88,3,213.14000000000001,4,5,4,13,Champions
CUST004893,59,2,99.46000000000001,5,3,2,10,Loyal Customers
CUST004894,292,1,110.33,3,1,2,6,At Risk
CUST004895,221,2,229.49,3,3,4,10,Loyal Customers
CUST004897,592,2,103.42,1,3,2,6,At Risk
CUST004898,209,2,185.51000000000002,3,3,4,10,Loyal Customers
CUST004899,338,2,56.81,2,3,1,6,At Risk
CUST004901,103,3,424.96000000000004,4,5,5,14,Champions
CUST004902,494,3,266.6,1,5,5,11,Loyal Customers
CUST004904,325,1,63.76,2,1,1,4,Lost Customers
CUST004905,241,1,46.92,3,1,1,5,At Risk
CUST004907,261,2,173.01,3,3,4,10,Loyal Customers
CUST004909,188,2,199.19,3,3,4,10,Loyal Customers
CUST004910,109,2,65.24,4,3,1,8,Potential Loyalists
CUST004912,247,1,164.70000000000002,3,1,3,7,Potential Loyalists
CUST004914,328,2,150.41,2,3,3,8,Potential Loyalists
CUST004915,249,4,291.9,3,5,5,13,Champions
CUST004916,216,2,112.99000000000001,3,3,2,8,Potential Loyalists
CUST004917,307,1,180.87,3,1,4,8,Potential Loyalists
CUST004920,106,5,301.63,4,5,5,14,Champions
CUST004921,116,2,112.61,4,3,2,9,Potential Loyalists
CUST004922,648,3,211.87,1,5,4,10,Loyal Customers
CUST004923,24,4,360.43,5,5,5,15,Champions
CUST004924,154,2,400.54999999999995,4,3,5,12,Loyal Customers
CUST004925,457,1,38.26,2,1,1,4,Lost Customers
CUST004926,669,1,135.48000000000002,1,1,3,5,At Risk
CUST004928,455,1,21.9,2,1,1,4,Lost Customers
CUST004930,596,1,99.78999999999999,1,1,2,4,Lost Customers
CUST004931,169,1,46.65,4,1,1,6,At Risk
CUST004932,485,1,63.18000000000001,1,1,1,3,Lost Customers
CUST004933,101,2,110.97,4,3,2,9,Potential Loyalists
CUST004934,33,4,664.6700000000001,5,5,5,15,Champions
CUST004935,14,2,253.45,5,3,4,12,Loyal Customers
CUST004936,119,1,145.06,4,1,3,8,Potential Loyalists
CUST004937,424,2,160.66,2,3,3,8,Potential Loyalists
CUST004938,11,2,87.00999999999999,5,3,2,10,Loyal Customers
CUST004942,500,2,157.55,1,3,3,7,Potential Loyalists
CUST004943,328,2,180.47,2,3,4,9,Potential Loyalists
CUST004944,42,6,332.81,5,5,5,15,Champions
CUST004945,304,1,50.08,3,1,1,5,At Risk
CUST004946,424,1,40.28,2,1,1,4,Lost Customers
CUST004947,648,1,40.910000000000004,1,1,1,3,Lost Customers
CUST004948,394,1,86.71000000000001,2,1,2,5,At Risk
CUST004949,488,1,181.34,1,1,4,6,At Risk
CUST004950,145,1,83.14,4,1,2,7,Potential Loyalists
CUST004951,213,2,131.89,3,3,3,9,Potential Loyalists
CUST004952,519,1,68.54,1,1,1,3,Lost Customers
CUST004953,358,3,360.92999999999995,2,5,5,12,Loyal Customers
CUST004954,182,1,215.35,4,1,4,9,Potential Loyalists
CUST004955,408,1,51.2,2,1,1,4,Lost Customers
CUST004956,377,2,246.44,2,3,4,9,Potential Loyalists
CUST004957,488,1,71.25999999999999,1,1,2,4,Lost Customers
CUST004958,338,2,246.63,2,3,4,9,Potential Loyalists
CUST004959,213,3,320.27,3,5,5,13,Champions
CUST004960,454,2,197.89000000000001,2,3,4,9,Potential Loyalists
CUST004962,296,1,43.14,3,1,1,5,At Risk
CUST004963,140,3,384.28999999999996,4,5,5,14,Champions
CUST004964,237,1,94.29,3,1,2,6,At Risk
CUST004965,33,3,277.59999999999997,5,5,5,15,Champions
CUST004966,580,1,69.48,1,1,2,4,Lost Customers
CUST004967,380,2,147.18,2,3,3,8,Potential Loyalists
CUST004968,375,1,148.44,2,1,3,6,At Risk
CUST004969,29,2,162.64999999999998,5,3,3,11,Loyal Customers
CUST004970,155,2,236.89,4,3,4,11,Loyal Customers
CUST004971,27,1,73.64,5,1,2,8,Potential Loyalists
CUST004972,49,2,87.28,5,3,2,10,Loyal Customers
CUST004973,134,2,201.12,4,3,4,11,Loyal Customers
CUST004974,3,3,377.79,5,5,5,15,Champions
CUST004975,39,1,279.58,5,1,5,11,Loyal Customers
CUST004976,208,1,160.62,3,1,3,7,Potential Loyalists
CUST004977,254,1,382.07000000000005,3,1,5,9,Potential Loyalists
CUST004978,95,2,151.15,4,3,3,10,Loyal Customers
CUST004979,436,1,112.77,2,1,2,5,At Risk
CUST004980,421,1,59.43,2,1,1,4,Lost Customers
CUST004982,67,3,245.62,5,5,4,14,Champions
CUST004983,525,2,472.23,1,3,5,9,Potential Loyalists
CUST004984,276,1,70.3,3,1,2,6,At Risk
CUST004985,298,2,98.96000000000001,3,3,2,8,Potential Loyalists
CUST004986,449,2,391.66,2,3,5,10,Loyal Customers
CUST004987,555,1,65.97,1,1,1,3,Lost Customers
CUST004990,29,1,48.04,5,1,1,7,Potential Loyalists
CUST004991,492,3,261.83,1,5,4,10,Loyal Customers
CUST004992,597,2,212.82999999999998,1,3,4,8,Potential Loyalists
CUST004993,168,2,234.10999999999999,4,3,4,11,Loyal Customers
CUST004994,218,3,279.03,3,5,5,13,Champions
CUST004995,265,2,139.86,3,3,3,9,Potential Loyalists
CUST004996,192,2,180.14000000000001,3,3,4,10,Loyal Customers
CUST004997,42,2,139.45000000000002,5,3,3,11,Loyal Customers
CUST004999,241,1,390.81,3,1,5,9,Potential Loyalists
CUST005000,612,1,58.96,1,1,1,3,Lost Customers
CUST005001,239,1,34.05,3,1,1,5,At Risk
CUST005004,98,3,228.77,4,5,4,13,Champions
CUST005005,150,1,297.43,4,1,5,10,Loyal Customers
CUST005008,619,1,61.39,1,1,1,3,Lost Customers
CUST005009,439,1,47.43,2,1,1,4,Lost Customers
CUST005010,359,3,247.76,2,5,4,11,Loyal Customers
CUST005012,228,1,90.74,3,1,2,6,At Risk
CUST005014,72,2,210.64999999999998,5,3,4,12,Loyal Customers
CUST005015,605,1,88.6,1,1,2,4,Lost Customers
CUST005016,415,1,119.81,2,1,3,6,At Risk
CUST005017,579,1,64.58,1,1,1,3,Lost Customers
CUST005018,248,1,84.46,3,1,2,6,At Risk
CUST005021,237,3,450.04,3,5,5,13,Champions
CUST005022,568,1,54.11,1,1,1,3,Lost Customers
CUST005023,507,1,153.86,1,1,3,5,At Risk
CUST005024,470,1,73.25,1,1,2,4,Lost Customers
CUST005025,159,2,215.07,4,3,4,11,Loyal Customers
CUST005026,136,1,235.65,4,1,4,9,Potential Loyalists
CUST005027,604,1,95.46,1,1,2,4,Lost Customers
CUST005028,619,1,81.92,1,1,2,4,Lost Customers
CUST005029,355,1,149.65,2,1,3,6,At Risk
CUST005030,479,1,109.66,1,1,2,4,Lost Customers
CUST005031,194,1,81.5,3,1,2,6,At Risk
CUST005032,474,1,125.59,1,1,3,5,At Risk
CUST005033,103,3,324.0,4,5,5,14,Champions
CUST005034,194,1,63.92,3,1,1,5,At Risk
CUST005035,155,1,29.39,4,1,1,6,At Risk
CUST005036,181,4,536.86,4,5,5,14,Champions
CUST005037,50,3,259.17,5,5,4,14,Champions
CUST005039,122,3,250.15000000000003,4,5,4,13,Champions
CUST005041,33,2,188.14,5,3,4,12,Loyal Customers
CUST005042,130,2,422.66999999999996,4,3,5,12,Loyal Customers
CUST005043,311,1,77.19,2,1,2,5,At Risk
CUST005044,445,2,169.83,2,3,3,8,Potential Loyalists
CUST005045,61,2,156.7,5,3,3,11,Loyal Customers
CUST005048,291,2,80.69,3,3,2,8,Potential Loyalists
CUST005051,48,3,356.09000000000003,5,5,5,15,Champions
CUST005052,31,1,85.56,5,1,2,8,Potential Loyalists
CUST005053,310,1,356.93,2,1,5,8,Potential Loyalists
CUST005054,546,2,212.88,1,3,4,8,Potential Loyalists
CUST005056,163,2,190.27999999999997,4,3,4,11,Loyal Customers
CUST005057,320,3,176.66,2,5,4,11,Loyal Customers
CUST005060,96,3,203.51,4,5,4,13,Champions
CUST005062,171,3,287.29,4,5,5,14,Champions
CUST005063,345,1,27.64,2,1,1,4,Lost Customers
CUST005064,355,1,61.29,2,1,1,4,Lost Customers
CUST005068,313,2,94.06,2,3,2,7,Potential Loyalists
CUST005074,93,2,241.72,4,3,4,11,Loyal Customers
CUST005075,288,3,343.03,3,5,5,13,Champions
CUST005077,356,2,181.8,2,3,4,9,Potential Loyalists
CUST005079,629,1,85.07,1,1,2,4,Lost Customers
CUST005080,243,2,125.47999999999999,3,3,3,9,Potential Loyalists
CUST005081,351,2,162.48,2,3,3,8,Potential Loyalists
CUST005083,266,2,284.44,3,3,5,11,Loyal Customers
CUST005084,19,5,290.19,5,5,5,15,Champions
CUST005085,344,1,375.71,2,1,5,8,Potential Loyalists
CUST005088,236,1,87.38,3,1,2,6,At Risk
CUST005089,87,1,88.37,4,1,2,7,Potential Loyalists
CUST005091,74,2,228.43,5,3,4,12,Loyal Customers
CUST005092,176,2,185.76,4,3,4,11,Loyal Customers
CUST005094,551,1,89.97,1,1,2,4,Lost Customers
CUST005097,439,2,165.09,2,3,3,8,Potential Loyalists
CUST005099,508,1,69.58,1,1,2,4,Lost Customers
CUST005100,462,1,36.39,2,1,1,4,Lost Customers
CUST005101,370,2,63.53,2,3,1,6,At Risk
CUST005102,229,1,99.49000000000001,3,1,2,6,At Risk
CUST005103,24,2,150.39999999999998,5,3,3,11,Loyal Customers
CUST005104,60,1,42.64,5,1,1,7,Potential Loyalists
CUST005105,49,2,295.79999999999995,5,3,5,13,Champions
CUST005107,194,2,155.35,3,3,3,9,Potential Loyalists
CUST005108,147,3,189.27,4,5,4,13,Champions
CUST005109,467,2,312.74,2,3,5,10,Loyal Customers
CUST005110,462,2,148.05,2,3,3,8,Potential Loyalists
CUST005116,418,3,250.45999999999998,2,5,4,11,Loyal Customers
CUST005117,148,3,118.49000000000001,4,5,3,12,Loyal Customers
CUST005118,146,1,101.89,4,1,2,7,Potential Loyalists
CUST005120,76,1,33.56,5,1,1,7,Potential Loyalists
CUST005121,277,1,91.32000000000001,3,1,2,6,At Risk
CUST005122,9,2,125.71,5,3,3,11,Loyal Customers
CUST005123,53,3,323.5799999999999,5,5,5,15,Champions
CUST005125,40,3,363.74,5,5,5,15,Champions
CUST005126,131,5,609.99,4,5,5,14,Champions
CUST005127,478,1,57.400000000000006,1,1,1,3,Lost Customers
CUST005128,437,1,62.379999999999995,2,1,1,4,Lost Customers
CUST005129,1,1,170.74,5,1,4,10,Loyal Customers
CUST005130,15,1,130.13,5,1,3,9,Potential Loyalists
CUST005131,600,1,45.519999999999996,1,1,1,3,Lost Customers
CUST005132,540,1,89.74000000000001,1,1,2,4,Lost Customers
CUST005135,211,2,66.30000000000001,3,3,1,7,Potential Loyalists
CUST005136,518,2,135.18,1,3,3,7,Potential Loyalists
CUST005138,29,2,94.48,5,3,2,10,Loyal Customers
CUST005139,468,1,38.9,1,1,1,3,Lost Customers
CUST005140,65,1,75.21,5,1,2,8,Potential Loyalists
CUST005141,63,4,274.33,5,5,5,15,Champions
CUST005142,160,2,221.37,4,3,4,11,Loyal Customers
CUST005143,314,2,172.95,2,3,4,9,Potential Loyalists
CUST005144,82,2,135.01,5,3,3,11,Loyal Customers
CUST005145,49,2,238.01000000000002,5,3,4,12,Loyal Customers
CUST005147,449,1,111.59,2,1,2,5,At Risk
CUST005148,115,1,48.55,4,1,1,6,At Risk
CUST005149,92,3,199.91,4,5,4,13,Champions
CUST005150,129,2,269.72,4,3,5,12,Loyal Customers
CUST005151,559,1,272.79,1,1,5,7,Potential Loyalists
CUST005152,356,1,79.4,2,1,2,5,At Risk
CUST005153,556,2,162.9,1,3,3,7,Potential Loyalists
CUST005155,373,2,109.2,2,3,2,7,Potential Loyalists
CUST005156,530,2,205.85000000000002,1,3,4,8,Potential Loyalists
CUST005157,3,2,161.30999999999997,5,3,3,11,Loyal Customers
CUST005159,396,1,61.05,2,1,1,4,Lost Customers
CUST005160,204,2,116.07,3,3,3,9,Potential Loyalists
CUST005161,310,1,104.65,2,1,2,5,At Risk
CUST005162,187,1,126.69,3,1,3,7,Potential Loyalists
CUST005164,159,2,149.60000000000002,4,3,3,10,Loyal Customers
CUST005165,191,2,101.94999999999999,3,3,2,8,Potential Loyalists
CUST005166,76,4,596.3599999999999,5,5,5,15,Champions
CUST005167,219,5,697.4200000000001,3,5,5,13,Champions
CUST005171,601,1,48.769999999999996,1,1,1,3,Lost Customers
CUST005172,275,1,113.17,3,1,3,7,Potential Loyalists
CUST005174,349,2,138.12,2,3,3,8,Potential Loyalists
CUST005176,275,2,63.06999999999999,3,3,1,7,Potential Loyalists
CUST005177,338,3,226.57999999999998,2,5,4,11,Loyal Customers
CUST005179,16,3,388.93,5,5,5,15,Champions
CUST005180,438,2,198.22,2,3,4,9,Potential Loyalists
CUST005183,213,1,46.519999999999996,3,1,1,5,At Risk
CUST005184,420,1,51.4,2,1,1,4,Lost Customers
CUST005185,16,2,161.64,5,3,3,11,Loyal Customers
CUST005186,266,2,206.22,3,3,4,10,Loyal Customers
CUST005187,47,2,180.39,5,3,4,12,Loyal Customers
CUST005188,117,3,277.32,4,5,5,14,Champions
CUST005189,295,3,149.04000000000002,3,5,3,11,Loyal Customers
CUST005190,29,1,38.37,5,1,1,7,Potential Loyalists
CUST005191,125,2,86.44999999999999,4,3,2,9,Potential Loyalists
CUST005192,152,2,101.02,4,3,2,9,Potential Loyalists
CUST005193,122,3,371.5,4,5,5,14,Champions
CUST005194,180,3,182.05,4,5,4,13,Champions
CUST005195,60,3,177.19,5,5,4,14,Champions
CUST005196,22,4,422.46000000000004,5,5,5,15,Champions
CUST005197,193,3,354.49,3,5,5,13,Champions
CUST005200,460,1,343.33,2,1,5,8,Potential Loyalists
CUST005201,244,1,30.13,3,1,1,5,At Risk
CUST005202,492,2,155.2,1,3,3,7,Potential Loyalists
CUST005203,45,2,287.6,5,3,5,13,Champions
CUST005204,35,3,404.68,5,5,5,15,Champions
CUST005206,138,3,191.95,4,5,4,13,Champions
CUST005207,373,2,143.82,2,3,3,8,Potential Loyalists
CUST005209,6,4,269.85,5,5,5,15,Champions
CUST005212,632,1,75.34,1,1,2,4,Lost Customers
CUST005213,550,2,130.04000000000002,1,3,3,7,Potential Loyalists
CUST005214,73,2,473.6,5,3,5,13,Champions
CUST005217,504,2,125.12,1,3,3,7,Potential Loyalists
CUST005218,178,1,85.12,4,1,2,7,Potential Loyalists
CUST005220,165,3,290.36,4,5,5,14,Champions
CUST005221,269,3,251.35,3,5,4,12,Loyal Customers
CUST005224,488,1,47.61,1,1,1,3,Lost Customers
CUST005225,143,2,126.99000000000001,4,3,3,10,Loyal Customers
CUST005227,315,2,154.93,2,3,3,8,Potential Loyalists
CUST005228,313,2,109.0,2,3,2,7,Potential Loyalists
CUST005229,372,1,94.11,2,1,2,5,At Risk
CUST005230,28,3,292.46,5,5,5,15,Champions
CUST005231,213,1,104.36,3,1,2,6,At Risk
CUST005232,674,1,93.75,1,1,2,4,Lost Customers
CUST005233,270,3,185.85000000000002,3,5,4,12,Loyal Customers
CUST005234,250,1,36.04,3,1,1,5,At Risk
CUST005235,29,2,210.39999999999998,5,3,4,12,Loyal Customers
CUST005236,455,1,149.31,2,1,3,6,At Risk
CUST005237,183,2,112.38,4,3,2,9,Potential Loyalists
CUST005238,236,1,140.04,3,1,3,7,Potential Loyalists
CUST005239,635,1,77.96000000000001,1,1,2,4,Lost Customers
CUST005240,695,1,70.14,1,1,2,4,Lost Customers
CUST005241,644,1,95.99000000000001,1,1,2,4,Lost Customers
CUST005242,17,5,388.39,5,5,5,15,Champions
CUST005243,37,5,758.84,5,5,5,15,Champions
CUST005247,516,2,274.12,1,3,5,9,Potential Loyalists
CUST005248,258,1,47.07,3,1,1,5,At Risk
CUST005249,45,3,264.28,5,5,5,15,Champions
CUST005250,316,2,140.98000000000002,2,3,3,8,Potential Loyalists
CUST005251,124,1,38.92,4,1,1,6,At Risk
CUST005252,167,1,113.14,4,1,3,8,Potential Loyalists
CUST005253,377,1,37.42,2,1,1,4,Lost Customers
CUST005255,78,2,224.95,5,3,4,12,Loyal Customers
CUST005256,257,1,69.83000000000001,3,1,2,6,At Risk
CUST005257,201,3,513.97,3,5,5,13,Champions
CUST005258,324,3,131.85,2,5,3,10,Loyal Customers
CUST005259,504,1,113.38000000000001,1,1,3,5,At Risk
CUST005260,461,1,410.01,2,1,5,8,Potential Loyalists
CUST005261,516,1,120.88,1,1,3,5,At Risk
CUST005262,280,1,284.52,3,1,5,9,Potential Loyalists
CUST005263,63,2,99.57,5,3,2,10,Loyal Customers
CUST005265,101,3,222.21,4,5,4,13,Champions
CUST005267,210,3,397.82000000000005,3,5,5,13,Champions
CUST005268,38,1,143.32,5,1,3,9,Potential Loyalists
CUST005269,257,4,326.73,3,5,5,13,Champions
CUST005270,127,1,35.45,4,1,1,6,At Risk
CUST005271,71,5,375.95,5,5,5,15,Champions
CUST005272,98,3,225.64,4,5,4,13,Champions
CUST005274,144,3,369.84999999999997,4,5,5,14,Champions
CUST005275,3,2,146.12,5,3,3,11,Loyal Customers
CUST005276,116,1,116.57,4,1,3,8,Potential Loyalists
CUST005277,253,2,147.76,3,3,3,9,Potential Loyalists
CUST005278,189,1,74.09,3,1,2,6,At Risk
CUST005279,587,1,121.32000000000001,1,1,3,5,At Risk
CUST005280,104,2,174.98,4,3,4,11,Loyal Customers
CUST005281,258,1,72.79,3,1,2,6,At Risk
CUST005282,184,5,384.25,3,5,5,13,Champions
CUST005283,422,2,157.89,2,3,3,8,Potential Loyalists
CUST005284,124,1,97.75,4,1,2,7,Potential Loyalists
CUST005285,621,1,69.27,1,1,2,4,Lost Customers
CUST005287,267,2,256.59000000000003,3,3,4,10,Loyal Customers
CUST005288,173,1,68.07,4,1,1,6,At Risk
CUST005289,525,2,151.6,1,3,3,7,Potential Loyalists
CUST005290,138,4,370.62,4,5,5,14,Champions
CUST005291,187,2,320.08,3,3,5,11,Loyal Customers
CUST005293,79,4,496.27,5,5,5,15,Champions
CUST005294,175,3,555.54,4,5,5,14,Champions
CUST005295,648,1,35.61,1,1,1,3,Lost Customers
CUST005296,186,3,403.82,3,5,5,13,Champions
CUST005299,62,1,97.48,5,1,2,8,Potential Loyalists
CUST005300,71,1,54.010000000000005,5,1,1,7,Potential Loyalists
CUST005301,167,3,172.33,4,5,4,13,Champions
CUST005302,398,2,196.55,2,3,4,9,Potential Loyalists
CUST005305,565,2,87.19,1,3,2,6,At Risk
CUST005306,357,2,194.7,2,3,4,9,Potential Loyalists
CUST005307,494,2,178.32,1,3,4,8,Potential Loyalists
CUST005310,624,1,63.58,1,1,1,3,Lost Customers
CUST005311,699,1,239.26,1,1,4,6,At Risk
CUST005312,25,3,391.74,5,5,5,15,Champions
CUST005313,43,3,508.61000000000007,5,5,5,15,Champions
CUST005316,296,3,1442.11,3,5,5,13,Champions
CUST005318,24,2,71.00999999999999,5,3,2,10,Loyal Customers
CUST005319,35,3,250.04000000000002,5,5,4,14,Champions
CUST005320,367,1,122.5,2,1,3,6,At Risk
CUST005322,162,3,246.52,4,5,4,13,Champions
CUST005323,242,1,107.85,3,1,2,6,At Risk
CUST005325,44,3,544.01,5,5,5,15,Champions
CUST005327,41,3,308.99,5,5,5,15,Champions
CUST005328,24,2,176.26,5,3,4,12,Loyal Customers
CUST005329,331,1,56.82,2,1,1,4,Lost Customers
CUST005331,215,2,98.39,3,3,2,8,Potential Loyalists
CUST005332,193,3,217.59,3,5,4,12,Loyal Customers
CUST005333,325,1,206.23,2,1,4,7,Potential Loyalists
CUST005334,368,3,457.71000000000004,2,5,5,12,Loyal Customers
CUST005335,451,2,172.49,2,3,4,9,Potential Loyalists
CUST005336,307,2,273.79,3,3,5,11,Loyal Customers
CUST005338,353,1,142.36,2,1,3,6,At Risk
CUST005339,502,1,325.59999999999997,1,1,5,7,Potential Loyalists
CUST005341,171,3,388.14,4,5,5,14,Champions
CUST005342,89,2,189.57,4,3,4,11,Loyal Customers
CUST005345,281,1,60.34,3,1,1,5,At Risk
CUST005346,48,1,54.45,5,1,1,7,Potential Loyalists
CUST005347,685,1,32.36,1,1,1,3,Lost Customers
CUST005349,121,3,227.92,4,5,4,13,Champions
CUST005350,343,2,156.57999999999998,2,3,3,8,Potential Loyalists
CUST005351,89,2,217.79,4,3,4,11,Loyal Customers
